"sample","easting","northing","altitude","mintemp","precipitation","distwater","aspect","slope","distfarm","distpoul","density","vegtype","dist_urb","year","island","age","malaria","lk6","lk5","kys9","ps1530","x5239s1","x7259s1","tlr4_1","tlr4_2","tlr4_3","tlr4_4","x5239s1_a","x5239s1_t","x7259s1_a","x7259s1_t","tlr4_1_a","tlr4_1_g","tlr4_2_a","tlr4_2_g","tlr4_3_c","tlr4_3_t","tlr4_4_a","tlr4_4_c","tlr4_prot_1","tlr4_prot_2","tlr4_prot_3","tlr4_prot_4","x5239s1_t_2","x7259s1_a_2","tlr4_1_g_2","tlr4_2_a_2","tlr4_3_c_2","tlr4_4_c_2","x5239s1_het","x7259s1_het","tlr4_1_het","tlr4_2_het","tlr4_3_het","tlr4_4_het","tlr4_het","distwater_cat","disturb_cat","distfarm_cat","distpoul_cat"
1450,348540,3109434,252,12.75,320,317.793492,"S",6.509,804.114419,1392.431326,0.662,"Shrub",153.07184,2011,"TF","adult","Y","Y","N","N","N","AT","TT","AA","GG","CC","CC",1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median far","median far","median close"
1451,348799,3110334,323,12.58,333.209,174.790778,"SE",5.314,108.669222,1012.170934,0.611,"Shrub",282.543219,2011,"TF","adult","N","N","N","N","N","AT","TT","AA","GG","CT","AC",1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","far","close","median close"
1452,349119,3112239,405,12.1,359,107.109615,"SE",9.88,1093.563898,1924.486684,0.458,"Shrub",198.769209,2011,"TF","adult","Y","Y","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median far","median far","median far"
1453,348104,3111511,456,11.74,347.6207,7.008616,"SE",5.815,877.957857,919.167014,0.763,"Urban",37.728718,2011,"TF","adult","Y","Y","N","N","N","AA","AA","AA","GG","CT","AC",1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","close","median far","median close"
1454,345917,3111791,560,10.8,389.2373,56.789943,"SE",6.005,561.698317,561.698317,0.56,"Urban",20.592303,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","close","median close","close"
1455,346600,3111334,461,11.53,370,98.030771,"SE",3.925,755.765175,1216.182963,0.56,"Urban",124.574289,2011,"TF","adult","Y","Y","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median far","median far","median close"
1456,346620,3111344,461,11.53,370,98.030771,"SE",3.925,755.765175,1216.182963,0.56,"Urban",124.574289,2011,"TF","adult","Y","Y","N","N","N","AT","AA","AA","GG","CC","CC",1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,2,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median far","median far","median close"
1457,363656,3131732,131,13.9,283,36.000868,"S",3.004,187.608635,1838.114523,0.713,"Urban",43.473709,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","TT","AC",1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,"homozygous","heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","close","close","close","median far"
1458,362722,3131910,161,12.4,307,55.253428,"S",4.365,442.764045,910.167566,0.662,"Urban",83.556609,2011,"TF","adult","N","N","N","N","N","AT","AA","AA","GG","CT","AC",1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,2,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","median close","median close","median close"
1459,362742,3131930,161,12.4,307,55.253428,"S",4.365,442.764045,910.167566,0.662,"Urban",83.556609,2011,"TF","adult","Y","Y","N","N","N","AT","TT","AA","GG","CC","CC",1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median close","median close","median close"
1460,361830,3131433,240,12.17,360,103.84335,"E",9.054,363.166628,363.166628,0.662,"Urban",42.627508,2011,"TF","adult","Y","Y","N","N","N","AA","AA","AA","GG","CT","AC",1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","close","close","close"
1461,363125,3132509,164,13.28,299,91.329267,"SE",3.723,813.517055,1487.953292,0.814,"Urban",73.778088,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median close","median far","median close"
1462,364582,3132711,111,14.1,277.112,98.073647,"SW",2.164,868.546486,868.546486,0.916,"Urban",16.942642,2011,"TF","adult","N","N","N","N","N","AT","TT","AA","GG","TT","CC",1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","close","median far","median close"
1463,364961,3133412,92,13.96,290,166.217316,"N",2.209,503.75887,503.75887,0.916,"Shrub",114.607657,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median far","median close","close"
1464,364267,3135676,150,13.7,282,67.866136,"SE",4.93,429.130516,429.130516,0.814,"Urban",31.802302,2011,"TF","adult","N","N","N","N","N","TT","AT","AA","GG","CC","CC",0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,2,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","close","median close","close"
1465,364818,3136307,113,13.7,280,52.861102,"SE",4.216,61.400325,61.400325,0.713,"Shrub",41.716844,2011,"TF","adult","N","N","N","N","N","AT","AA","AA","GG","CC","CC",1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,2,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","close","close","close"
1466,364876,3137521,106,13.7,280,161.328472,"SE",8.434,627.376282,627.376282,0.458,"Urban",8.437362,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","close","median close","close"
1467,364984,3138547,149,13.5,269.3032,319.908594,"SE",8.363,513.389715,513.389715,0.458,"Urban",13.293421,2011,"TF","adult","Y","Y","N","N","N","AT","TT","AA","GG","CT","CC",1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,2,"heterozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","median far","close","median close","close"
1468,365936,3138433,37,14.32,266,75.318075,"E",6.491,831.17086,1278.405647,0.407,"Shrub",111.644591,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median far","median far","median close"
1469,366293,3139230,38,14.5,265.0084,299.212235,"SE",6.669,591.731357,1943.726575,0.509,"Grass",1.143877,2011,"TF","adult","Y","Y","N","N","N","AA","AA","AA","GG","CC","CC",1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","close","median close","median far"
1470,366922,3140430,21,14.24,266,613.353233,"E",5.177,963.872398,3206.546428,0.407,"Grass",82.838889,2011,"TF","adult","Y","N","Y","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median close","median far","median far"
1471,349384,3132143,2224,1.2,487.4241,4581.251927,"N",8.004,1830.331663,5689.168744,0.305,"Shrub",1905.802013,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","far"
1472,349404,3132155,2224,1.2,487.4241,4581.251927,"N",8.004,1830.331663,5689.168744,0.305,"Shrub",1905.802013,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","far"
1473,350103,3131632,2250,1.22,486,5208.893634,"N",5.943,2596.09707,6279.934792,0.509,"Shrub",1622.783016,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","TT","AA",1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","far"
1474,351471,3131591,2282,1.2,485.3535,4068.914154,"W",10.226,3515.575201,6686.979138,0.509,"Shrub",295.965525,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","TT","AC",1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,"homozygous","heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","far","far","far","far"
1475,351491,3131600,2282,1.2,485.3535,4068.914154,"W",10.226,3515.575201,6686.979138,0.509,"Shrub",295.965525,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","far"
1476,351474,3130942,2230,1.7,488,3696.673059,"SW",4.432,3957.08289,7289.890259,0.458,"Shrub",454.544203,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","TT",NA,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,"homozygous","heterozygous","homozygous","homozygous","homozygous",NA,NA,"far","far","far","far"
1477,351454,3130962,2230,1.7,488,3696.673059,"SW",4.432,3957.08289,7289.890259,0.458,"Shrub",454.544203,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","far"
1478,351750,3130355,2195,1.77,488.3339,3161.243657,"SW",4.216,4370.668713,7949.523256,0.458,"Shrub",764.859208,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CC","CC",1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","far"
1479,351730,3130340,2195,1.77,488.3339,3161.243657,"SW",4.216,4370.668713,7949.523256,0.458,"Shrub",764.859208,2011,"TF","adult","N","N","N","N","N","AT","AA","AA","GG","CT","AC",1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,2,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","far","far","far"
1480,351558,3129760,2193,1.8,490,3119.995386,"NW",7.501,3772.765696,8069.937422,0.458,"Shrub",1368.591235,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","far","far","far"
1481,351090,3128903,2188,1.76,486,3278.519194,"SE",4.136,2887.001558,7442.05704,0.305,"Shrub",2325.924294,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","far","far","far"
1482,365984,3140073,105,13.8,267,251.155524,"E",14.644,359.254784,2337.807733,0.458,"Urban",57.80436,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","TT","AA",1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median close","close","median far"
1483,366159,3140452,103,13.84,272.2864,456.694342,"E",9.27,323.834834,2751.230451,0.458,"Urban",5.511267,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CT","CC",1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,2,"homozygous","heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","median far","close","close","median far"
1484,367449,3141135,189,14.5,265,278.117394,"S",16.06,523.153897,4081.320619,0.407,"Shrub",68.703366,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CT","CC",1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,2,"homozygous","heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","median far","median close","median close","far"
1485,368244,3142938,275,14.49,266,215.750549,"S",18.336,1049.693764,2933.974267,0.56,"Shrub",170.60354,2011,"TF","adult","Y","Y","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median far","median far","median far"
1486,322755,3126686,777,9.8,477.2797,166.604321,"SW",7.178,255.154854,13227.13574,0.458,"Shrub",210.597981,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median far","close","far"
1487,322836,3127363,841,9.76,493,106.435297,"W",11.479,429.513678,13737.98275,0.254,"Shrub",118.006571,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median far","median close","far"
1488,334211,3107572,394,12.18,344,143.047413,"S",6.039,276.920566,1043.115525,0.662,"Shrub",33.485575,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CT","CC",1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,2,0,0,1,2,"homozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","median close","close","close","median close"
1530,377029.169,3659409.5,141.5,12.91111875,425.9342429,1785.27892,"S",14.67871165,508.4692903,508.4692903,2.174950085,"grass",269.3789928,2016,"PS","adult","Y","N","N","N","Y","AT","TT","AA","AG","CC","CC",1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,2,2,"heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","heterozygous","far","median far","median close","close"
1531,377977.242,3661312.73,52,12.76916727,415.420027,271.2187948,"E",7.188606977,109.3033935,109.3033935,0.321334696,"grass",2149.709677,2016,"PS","adult","N","N","N","N","N","TT","TT","AA","GG","TT","AA",0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","far","close","close"
1532,377362.366,3662828.52,190.5,12.5,438,744.6273374,"SW",7.956669807,1677.110508,1677.110508,1.21405585,"grass",2437.890226,2016,"PS","adult","Y","Y","N","N","N","TT","TT","AG","GG","CC","CC",0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,2,0,1,0,2,2,"homozygous","homozygous","heterozygous","homozygous","homozygous","homozygous","heterozygous","far","far","far","median close"
1533,376611.746,3662666.07,236,12.19999981,458,1128.493031,"N",16.63021975,1330.92904,1956.233521,1.267766158,"grass",1721.728561,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","GG","TT","AA",1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","median far"
1534,376120.824,3662153.3,240,12.07333223,474.0000621,1244.472944,"NW",10.21350956,817.6895282,1262.501068,2.961909839,"grass",1025.476389,2016,"PS","adult","N","N","N","N","N","AT","TT","AA","GG","TT","AA",1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","median far","median close"
1535,376120.824,3662153.3,240,12.07333223,474.0000621,1244.472944,"NW",10.21350956,817.6895282,1262.501068,2.961909839,"grass",1025.476389,2016,"PS","adult","Y","N","N","N","Y","AT","TT","AG","AG","CC","CC",1,1,0,1,1,1,1,1,1,0,0,1,NA,NA,NA,NA,1,0,1,1,2,2,"heterozygous","homozygous","heterozygous","heterozygous","homozygous","homozygous",NA,"far","far","median far","median close"
1536,372687.831,3659947.31,169.25,12.5,443,1187.422474,"SE",3.397266905,336.4780855,336.4780855,6.706906508,"grass",1084.374882,2016,"PS","adult","Y","Y","N","N","N","AT",NA,"AA","GG","TT","AA",1,1,NA,NA,1,0,0,1,0,1,1,0,1,0,0,0,1,NA,0,0,0,0,"heterozygous",NA,"homozygous","homozygous","homozygous","homozygous","homozygous","far","far","close","close"
1537,372687.831,3659947.31,169.25,12.5,443,1187.422474,"SE",3.397266905,336.4780855,336.4780855,6.706906508,"grass",1084.374882,2016,"PS","adult","Y","Y","N","N","N","AA","TT","AA","AG","CT","AC",1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,"homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","heterozygous","far","far","close","close"
1538,378778.363,3659816.85,14.6,13.25,412,1417.759288,"SE",5.444376409,1287.50037,1287.50037,0.598806698,"rock",1082.398961,2016,"PS","juvenile","N","N","N","N","N","TT","AT","AA","GG","TT","AA",0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,2,1,0,0,0,0,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","median close"
1539,374035.27,3662136.66,107.25,12.61460209,435.1330563,722.5337928,"SE",4.977074039,1021.355794,1185.786737,2.741690279,"urban",1.718907558,2016,"PS","adult","N","N","N","N","N","TT","TT","AA","GG","TT","AA",0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","close","median far","median close"
1540,374035.27,3662136.66,107.25,12.61460209,435.1330563,722.5337928,"SE",4.977074039,1021.355794,1185.786737,2.741690279,"urban",1.718907558,2016,"PS","adult","N","N","N","N","N","AT","AT","AA","GG","CT","AC",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,"heterozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","close","median far","median close"
1541,372988.61,3661110,145,12.60000038,428,1233.296504,"W",4.556429052,475.2032592,475.2032592,4.92849844,"rock",624.8108572,2016,"PS","adult","N","N","N","N","N","AA","TT","AA","AG","CT","AC",1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,"homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","heterozygous","far","far","median close","close"
1542,373894.061,3660013.78,92.83333333,12.69999981,432,313.6819188,"E",1.627491713,16.65864772,273.4891579,5.138272081,"arable",38.49746265,2016,"PS","adult","Y","Y","N","N","N","AT","AT","AA","GG","TT","AA",1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","close","close","close"
1543,373834.439,3659733.99,95.25,12.69999981,432,34.43057187,"E",5.287920475,8.570172251,152.36317,5.380352976,"arable",103.9729861,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AG","AG","CC","CC",1,1,0,1,1,1,1,1,1,0,0,1,NA,NA,NA,NA,1,0,1,1,2,2,"heterozygous","homozygous","heterozygous","heterozygous","homozygous","homozygous",NA,"close","median close","close","close"
1544,373897.366,3660343.08,94,12.69999981,430.6092463,474.2089989,"E",2.067550093,312.6904524,561.3305948,5.063880857,"arable",29.73630476,2016,"PS","adult","Y","Y","N","N","N","AT","AT","AA","GG","TT","AA",1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","close","close","close"
1545,373642.132,3659953.81,111,12.69999981,432,325.518705,"E",4.145108938,152.2360252,152.2360252,5.256736558,"arable",291.2138621,2016,"PS","adult","Y","Y","N","N","N","AA","TT","AA","GG","TT","AA",1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","far","close","close"
1546,373762.739,3660836.07,113.75,12.69999981,428,413.8781041,"E",6.061937928,816.1689432,1018.351208,5.063880857,"arable",98.96637914,2016,"PS","adult","Y","Y","N","N","N","AT","AT","AG","GG","CT","AC",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,"heterozygous","heterozygous","heterozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median close","median far","median close"
1547,372437.132,3656537.29,73.2,13.25026668,405.0353418,883.6646838,"E",5.488183212,117.8814041,222.3736043,3.106215737,"grass",281.6802142,2016,"PS","adult","Y","Y","N","N","N","AA","TT","AA","AG","CT","AC",1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,"homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","heterozygous","far","median far","close","close"
1548,372437.132,3656537.29,73.2,13.25026668,405.0353418,883.6646838,"E",5.488183212,117.8814041,222.3736043,3.106215737,"grass",281.6802142,2016,"PS","adult","Y","Y","N","N","N","AA","TT","AG","GG","CT","AC",1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,"homozygous","homozygous","heterozygous","homozygous","heterozygous","heterozygous","heterozygous","far","median far","close","close"
1549,371340.053,3655070.09,11.8,13.10000038,416,2702.199984,"SE",2.02490145,1943.035758,1976.010355,3.919782926,"grass",1571.851369,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","AG","CC","CC",1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,2,2,"heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","heterozygous","far","far","far","median far"
1550,371459.449,3655199.38,12.33333333,13.10000038,416,2529.012639,"SE",1.922842145,1767.709234,1800.04467,4.390150564,"grass",1399.933794,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","AG","CC","CC",1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,2,2,"heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","heterozygous","far","far","far","median close"
1551,371669.749,3655422.85,11.5,13.26338501,402.6505136,2228.696364,"E",0.765208215,1462.708498,1493.300806,4.675081814,"grass",1102.424968,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","GG","TT","AA",1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","median close"
1552,370969.372,3655367.72,149.75,13.10000038,416,2694.857426,"S",19.98374355,1994.117427,2057.47035,3.919230537,"rock",1760.273178,2016,"PS","adult","N","N","N","N","N","AA","TT","AA","AG","CT","AC",1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,"homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","heterozygous","far","far","far","median far"
1553,371075.517,3655554.84,152,13.10000038,416,2486.051717,"E",7.91214788,1796.797547,1865.891738,3.919230537,"shrub",1601.116648,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","AG","CT","AC",1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,"heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","heterozygous","far","far","far","median far"
1554,370728.56,3655807.8,105.2,12.85600147,427.3866168,2451.104347,"S",7.366847897,1974.037435,2065.452917,3.919230537,"shrub",1893.100696,2016,"PS","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","far","far","median far"
1555,370137.774,3656691.66,75,12.77931638,427.4007693,2191.25043,"NW",5.972572803,2399.958819,2526.193328,1.269912224,"shrub",2453.05291,2016,"PS","adult","Y","Y","N","N","N","AA","AT","AA","GG","TT","AA",1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","median far"
1556,372424.735,3658527.98,94.75,12.93635601,421.5161221,498.5927199,"S",3.364187121,478.6470791,478.6470791,5.766828578,"grass",166.699008,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","GG","CT","AC",1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","median close","close"
1557,372312.167,3658560.49,90.16666667,12.87327962,425.2368323,450.0128255,"SW",3.092090607,594.6609194,594.6609194,6.027922044,"grass",227.342145,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","AG","CC","CC",1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,2,2,"heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","heterozygous","median far","median far","median close","close"
1558,372180.193,3658751.84,101,12.80000019,430,557.3890211,"S",3.990155816,801.1946158,801.1946158,6.027922044,"arable",458.6154507,2016,"PS","adult","Y","Y","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","far","median far","close"
1559,375742.565,3662210.21,218,12.27042462,459.2181424,866.0518256,"W",8.694187832,437.0493573,997.530831,2.961909839,"grass",768.6107564,2016,"PS","adult","N","N","N","N","N","TT","TT","AG","GG","CC","CC",0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,2,0,1,0,2,2,"homozygous","homozygous","heterozygous","homozygous","homozygous","homozygous","heterozygous","far","far","median close","median close"
